楽曲名,難易度,レベル,MAX
Daisycutter,EXHAUST,17,5213
Daisycutter,MAXIMUM,19,6151
Calamity Tempest,NOVICE,7,-1
Calamity Tempest,ADVANCED,14,3593
Calamity Tempest,EXHAUST,17,6044
Calamity Tempest,MAXIMUM,19,8589
With It This Heaven?,NOVICE,6,-1
With It This Heaven?,ADVANCED,13,3531
With It This Heaven?,EXHAUST,16,4964
With It This Heaven?,MAXIMUM,18,7142
apo:llioth,NOVICE,6,-1
apo:llioth,ADVANCED,13,3686
apo:llioth,EXHAUST,16,5317
apo:llioth,MAXIMUM,18,6941
le coeur patissiere,NOVICE,5,-1
le coeur patissiere,ADVANCED,11,-1
le coeur patissiere,EXHAUST,14,3711
le coeur patissiere,MAXIMUM,17,5622
who I am,NOVICE,4,-1
who I am,ADVANCED,10,-1
who I am,EXHAUST,14,3320
who I am,MAXIMUM,17,4744
Non RolicK!!大冒険,NOVICE,5,-1
Non RolicK!!大冒険,ADVANCED,12,-1
Non RolicK!!大冒険,EXHAUST,15,4975
Non RolicK!!大冒険,MAXIMUM,17,6641
Defining Future,NOVICE,6,-1
Defining Future,ADVANCED,13,3449
Defining Future,EXHAUST,16,4054
Defining Future,MAXIMUM,18,5569
世界の果てに約束の凱歌を -VOLTEX Mix-,NOVICE,5,-1
世界の果てに約束の凱歌を -VOLTEX Mix-,ADVANCED,12,-1
世界の果てに約束の凱歌を -VOLTEX Mix-,EXHAUST,15,4463
世界の果てに約束の凱歌を -VOLTEX Mix-,MAXIMUM,18,7006
Symphonic Tear,NOVICE,5,-1
Symphonic Tear,ADVANCED,13,3260
Symphonic Tear,EXHAUST,16,4612
Symphonic Tear,MAXIMUM,18,6751
Thank you for your playing music,NOVICE,6,-1
Thank you for your playing music,ADVANCED,13,4020
Thank you for your playing music,EXHAUST,16,5320
Thank you for your playing music,MAXIMUM,18,7645
ここからよろしく大作戦143,NOVICE,4,-1
ここからよろしく大作戦143,ADVANCED,10,-1
ここからよろしく大作戦143,EXHAUST,14,4107
ここからよろしく大作戦143,MAXIMUM,17,5893
eternite,NOVICE,6,-1
eternite,ADVANCED,13,3404
eternite,EXHAUST,16,4877
eternite,MAXIMUM,18,6723
WARNING×WARNING×WARNING,NOVICE,3,-1
WARNING×WARNING×WARNING,ADVANCED,10,-1
WARNING×WARNING×WARNING,EXHAUST,14,4751
WARNING×WARNING×WARNING,MAXIMUM,18,6327
ラストリゾート,NOVICE,1,-1
ラストリゾート,ADVANCED,8,-1
ラストリゾート,EXHAUST,12,3351
ラストリゾート,MAXIMUM,16,5071
門門しましょ,NOVICE,4,-1
門門しましょ,ADVANCED,10,-1
門門しましょ,EXHAUST,14,4153
門門しましょ,MAXIMUM,17,5462
POSSESSION (Aoi Q.E.D. RMX),NOVICE,6,-1
POSSESSION (Aoi Q.E.D. RMX),ADVANCED,13,3302
POSSESSION (Aoi Q.E.D. RMX),EXHAUST,16,4488
POSSESSION (Aoi Q.E.D. RMX),MAXIMUM,18,6764
プナイプナイたいそう,NOVICE,6,-1
プナイプナイたいそう,ADVANCED,13,2485
プナイプナイたいそう,EXHAUST,16,3533
プナイプナイたいそう,MAXIMUM,18,4392
不可測的メトロポリス,NOVICE,3,-1
不可測的メトロポリス,ADVANCED,9,-1
不可測的メトロポリス,EXHAUST,13,3368
不可測的メトロポリス,MAXIMUM,16,4493
緋色月下、狂咲ノ絶 (nayuta 2017 ver),NOVICE,4,-1
緋色月下、狂咲ノ絶 (nayuta 2017 ver),ADVANCED,11,-1
緋色月下、狂咲ノ絶 (nayuta 2017 ver),EXHAUST,15,5324
緋色月下、狂咲ノ絶 (nayuta 2017 ver),MAXIMUM,18,6294
VALKYRIE ASSAULT,NOVICE,6,-1
VALKYRIE ASSAULT,ADVANCED,13,3570
VALKYRIE ASSAULT,EXHAUST,16,5164
VALKYRIE ASSAULT,MAXIMUM,19,6879
Bad Elixir,NOVICE,7,-1
Bad Elixir,ADVANCED,13,3724
Bad Elixir,EXHAUST,16,5738
Bad Elixir,MAXIMUM,19,9050
叛逆のディスパレート,NOVICE,5,-1
叛逆のディスパレート,ADVANCED,12,-1
叛逆のディスパレート,EXHAUST,15,4039
叛逆のディスパレート,MAXIMUM,17,5676
*ハロー、プラネット。,NOVICE,2,-1
*ハロー、プラネット。,ADVANCED,8,-1
*ハロー、プラネット。,EXHAUST,14,3588
*ハロー、プラネット。,MAXIMUM,16,4582
花は折りたし梢は高し,NOVICE,5,-1
花は折りたし梢は高し,ADVANCED,10,-1
花は折りたし梢は高し,EXHAUST,14,3526
花は折りたし梢は高し,MAXIMUM,16,5352
ナナホシ(lovely bubbly party mix!),NOVICE,5,-1
ナナホシ(lovely bubbly party mix!),ADVANCED,11,-1
ナナホシ(lovely bubbly party mix!),EXHAUST,13,2912
ナナホシ(lovely bubbly party mix!),MAXIMUM,16,4271
ナスカの丘 (Hi-NRG Remix),NOVICE,3,-1
ナスカの丘 (Hi-NRG Remix),ADVANCED,10,-1
ナスカの丘 (Hi-NRG Remix),EXHAUST,14,2869
ナスカの丘 (Hi-NRG Remix),MAXIMUM,16,3854
トランスダンスアナーキー,NOVICE,5,-1
トランスダンスアナーキー,ADVANCED,11,-1
トランスダンスアナーキー,EXHAUST,15,4950
トランスダンスアナーキー,MAXIMUM,17,6881
Destr0yer,NOVICE,5,-1
Destr0yer,ADVANCED,12,-1
Destr0yer,EXHAUST,15,4136
Destr0yer,MAXIMUM,18,5820
追憶のアリア,NOVICE,3,-1
追憶のアリア,ADVANCED,9,-1
追憶のアリア,EXHAUST,13,2993
追憶のアリア,MAXIMUM,16,4883
777,NOVICE,7,-1
777,ADVANCED,14,5418
777,EXHAUST,17,8489
777,MAXIMUM,19,10233
Scars of FAUNA(ろひ Remix),NOVICE,4,-1
Scars of FAUNA(ろひ Remix),ADVANCED,13,3210
Scars of FAUNA(ろひ Remix),EXHAUST,16,4298
Scars of FAUNA(ろひ Remix),MAXIMUM,18,6444
SHION -sublimation mix-,NOVICE,5,-1
SHION -sublimation mix-,ADVANCED,12,-1
SHION -sublimation mix-,EXHAUST,15,3952
SHION -sublimation mix-,MAXIMUM,17,5791
Sakura Fubuki,NOVICE,5,-1
Sakura Fubuki,ADVANCED,12,-1
Sakura Fubuki,EXHAUST,15,4360
Sakura Fubuki,MAXIMUM,17,6334
穢れなきユーフォリア,NOVICE,4,-1
穢れなきユーフォリア,ADVANCED,10,-1
穢れなきユーフォリア,EXHAUST,15,4260
穢れなきユーフォリア,MAXIMUM,17,5510
Chronomia,NOVICE,7,-1
Chronomia,ADVANCED,14,5190
Chronomia,EXHAUST,17,7929
Chronomia,MAXIMUM,19,8928
キラメキ居残り大戦争,NOVICE,5,-1
キラメキ居残り大戦争,ADVANCED,12,-1
キラメキ居残り大戦争,EXHAUST,15,5520
キラメキ居残り大戦争,MAXIMUM,17,7239
onslaught -Retaliation of Bahamūt-,NOVICE,7,-1
onslaught -Retaliation of Bahamūt-,ADVANCED,14,3567
onslaught -Retaliation of Bahamūt-,EXHAUST,17,5869
onslaught -Retaliation of Bahamūt-,MAXIMUM,19,7986
オルターエゴ,NOVICE,4,-1
オルターエゴ,ADVANCED,11,-1
オルターエゴ,EXHAUST,15,4682
オルターエゴ,MAXIMUM,17,6286
#EmoCloche,NOVICE,6,-1
#EmoCloche,ADVANCED,13,3265
#EmoCloche,EXHAUST,15,4233
#EmoCloche,MAXIMUM,18,6338
EMERALDAS (Yuta Imai Remix),NOVICE,6,-1
EMERALDAS (Yuta Imai Remix),ADVANCED,13,3692
EMERALDAS (Yuta Imai Remix),EXHAUST,16,4877
EMERALDAS (Yuta Imai Remix),MAXIMUM,18,6873
Air,NOVICE,6,-1
Air,ADVANCED,13,5035
Air,EXHAUST,16,6191
Air,MAXIMUM,18,7839
アリスサイド・キャスリング,NOVICE,4,-1
アリスサイド・キャスリング,ADVANCED,11,-1
アリスサイド・キャスリング,EXHAUST,14,2476
アリスサイド・キャスリング,MAXIMUM,16,3242
ABSOLUTE (saminun mix),NOVICE,5,-1
ABSOLUTE (saminun mix),ADVANCED,12,-1
ABSOLUTE (saminun mix),EXHAUST,14,3675
ABSOLUTE (saminun mix),MAXIMUM,17,5042
ラヴ♡チャンス!!,NOVICE,6,-1
ラヴ♡チャンス!!,ADVANCED,13,2713
ラヴ♡チャンス!!,EXHAUST,16,4059
ラヴ♡チャンス!!,MAXIMUM,18,6148
Whip☆Drip,NOVICE,5,-1
Whip☆Drip,ADVANCED,13,2973
Whip☆Drip,EXHAUST,15,4142
Whip☆Drip,MAXIMUM,17,6065
Verstärkt Killer,NOVICE,5,-1
Verstärkt Killer,ADVANCED,11,-1
Verstärkt Killer,EXHAUST,14,4012
Verstärkt Killer,MAXIMUM,17,5490
Fun walk!!,NOVICE,5,-1
Fun walk!!,ADVANCED,11,-1
Fun walk!!,EXHAUST,15,3797
Fun walk!!,MAXIMUM,17,4958
Now loading…,NOVICE,2,-1
Now loading…,ADVANCED,10,-1
Now loading…,EXHAUST,14,2534
Now loading…,MAXIMUM,16,3335
Souhait bleu,NOVICE,6,-1
Souhait bleu,ADVANCED,12,-1
Souhait bleu,EXHAUST,16,5151
Souhait bleu,MAXIMUM,18,7617
月下の舞兎祭,NOVICE,5,-1
月下の舞兎祭,ADVANCED,12,-1
月下の舞兎祭,EXHAUST,15,3508
月下の舞兎祭,MAXIMUM,17,5038
Innocent Azure,NOVICE,6,-1
Innocent Azure,ADVANCED,13,3809
Innocent Azure,EXHAUST,16,5440
Innocent Azure,MAXIMUM,18,6825
恋獄対刃,NOVICE,4,-1
恋獄対刃,ADVANCED,11,-1
恋獄対刃,EXHAUST,14,3561
恋獄対刃,MAXIMUM,17,5570
Le Merle Noir,NOVICE,3,-1
Le Merle Noir,ADVANCED,9,-1
Le Merle Noir,EXHAUST,14,3137
Le Merle Noir,MAXIMUM,16,4005
Metagame Matador,NOVICE,6,-1
Metagame Matador,ADVANCED,13,3096
Metagame Matador,EXHAUST,16,4451
Metagame Matador,MAXIMUM,18,5528
響く静寂,NOVICE,4,-1
響く静寂,ADVANCED,12,-1
響く静寂,EXHAUST,14,4146
響く静寂,MAXIMUM,17,6307
SuperMiracleEnsemble,NOVICE,6,-1
SuperMiracleEnsemble,ADVANCED,13,3120
SuperMiracleEnsemble,EXHAUST,16,4842
SuperMiracleEnsemble,MAXIMUM,18,6299
木洩れ日に咲く,NOVICE,5,-1
木洩れ日に咲く,ADVANCED,11,-1
木洩れ日に咲く,EXHAUST,15,4108
木洩れ日に咲く,MAXIMUM,17,5304
Vanishing Eidos,NOVICE,5,-1
Vanishing Eidos,ADVANCED,13,2887
Vanishing Eidos,EXHAUST,15,4010
Vanishing Eidos,MAXIMUM,18,6467
りむむむむむむ,NOVICE,6,-1
りむむむむむむ,ADVANCED,12,-1
りむむむむむむ,EXHAUST,15,3192
りむむむむむむ,MAXIMUM,18,4442
恋愛♡悪戯！？まじかる☆ぱふゅ～む！！,NOVICE,6,-1
恋愛♡悪戯！？まじかる☆ぱふゅ～む！！,ADVANCED,13,4072
恋愛♡悪戯！？まじかる☆ぱふゅ～む！！,EXHAUST,16,4963
恋愛♡悪戯！？まじかる☆ぱふゅ～む！！,MAXIMUM,18,5923
運命超過乃巡合,NOVICE,5,-1
運命超過乃巡合,ADVANCED,12,-1
運命超過乃巡合,EXHAUST,14,3503
運命超過乃巡合,MAXIMUM,17,5355
Macuilxochitl (Latin Jazz Mix),NOVICE,6,-1
Macuilxochitl (Latin Jazz Mix),ADVANCED,13,3156
Macuilxochitl (Latin Jazz Mix),EXHAUST,16,4647
Macuilxochitl (Latin Jazz Mix),MAXIMUM,18,6640
Blue Forest(NightBounce Remix),NOVICE,4,-1
Blue Forest(NightBounce Remix),ADVANCED,10,-1
Blue Forest(NightBounce Remix),EXHAUST,14,3030
Blue Forest(NightBounce Remix),MAXIMUM,17,4636
nostos -ark remix-,NOVICE,5,-1
nostos -ark remix-,ADVANCED,12,-1
nostos -ark remix-,EXHAUST,15,3871
nostos -ark remix-,MAXIMUM,18,5735
Elemental Creation -xiRemix-,NOVICE,6,-1
Elemental Creation -xiRemix-,ADVANCED,13,3965
Elemental Creation -xiRemix-,EXHAUST,16,6153
Elemental Creation -xiRemix-,MAXIMUM,18,8227
Impress(siqlo's Hi-Tech Veats),NOVICE,5,-1
Impress(siqlo's Hi-Tech Veats),ADVANCED,11,-1
Impress(siqlo's Hi-Tech Veats),EXHAUST,14,3960
Impress(siqlo's Hi-Tech Veats),MAXIMUM,17,4457
#Namescapes,NOVICE,2,-1
#Namescapes,ADVANCED,12,-1
#Namescapes,EXHAUST,15,3636
#Namescapes,MAXIMUM,18,5986
神にした彼女が示す世界線,NOVICE,6,-1
神にした彼女が示す世界線,ADVANCED,13,3639
神にした彼女が示す世界線,EXHAUST,15,3794
神にした彼女が示す世界線,MAXIMUM,17,5334
Verflucht,NOVICE,6,-1
Verflucht,ADVANCED,13,3404
Verflucht,EXHAUST,16,4713
Verflucht,MAXIMUM,18,7619
ディスコルディア,NOVICE,7,-1
ディスコルディア,ADVANCED,14,3837
ディスコルディア,EXHAUST,17,5619
ディスコルディア,MAXIMUM,19,8546
Chewingood!!!,NOVICE,5,-1
Chewingood!!!,ADVANCED,12,-1
Chewingood!!!,EXHAUST,15,4508
Chewingood!!!,MAXIMUM,17,6232
M-O-R-F-I-N-E,NOVICE,5,-1
M-O-R-F-I-N-E,ADVANCED,12,-1
M-O-R-F-I-N-E,EXHAUST,15,5237
M-O-R-F-I-N-E,MAXIMUM,17,6100
FEEL THE FORCE,NOVICE,6,-1
FEEL THE FORCE,ADVANCED,13,3440
FEEL THE FORCE,EXHAUST,16,4643
FEEL THE FORCE,MAXIMUM,18,6566
恋は君のそばでサクラサク,NOVICE,3,-1
恋は君のそばでサクラサク,ADVANCED,10,-1
恋は君のそばでサクラサク,EXHAUST,13,3121
恋は君のそばでサクラサク,MAXIMUM,16,4046
Enter The Fire,NOVICE,4,-1
Enter The Fire,ADVANCED,11,-1
Enter The Fire,EXHAUST,14,3364
Enter The Fire,MAXIMUM,17,5363
Your SOUL Is Mine,NOVICE,6,-1
Your SOUL Is Mine,ADVANCED,13,3137
Your SOUL Is Mine,EXHAUST,16,4474
Your SOUL Is Mine,VIVID,18,5724
ホイホイ☆幻想ホロイズム,NOVICE,5,-1
ホイホイ☆幻想ホロイズム,ADVANCED,12,-1
ホイホイ☆幻想ホロイズム,EXHAUST,15,4323
ホイホイ☆幻想ホロイズム,MAXIMUM,18,6869
Help me， ERINNNNNN!! #幻想郷ホロイズムver.,NOVICE,5,-1
Help me， ERINNNNNN!! #幻想郷ホロイズムver.,ADVANCED,12,-1
Help me， ERINNNNNN!! #幻想郷ホロイズムver.,EXHAUST,15,5536
Help me， ERINNNNNN!! #幻想郷ホロイズムver.,MAXIMUM,17,7656
ばらんが!!!!,NOVICE,5,-1
ばらんが!!!!,ADVANCED,12,-1
ばらんが!!!!,EXHAUST,15,3481
ばらんが!!!!,MAXIMUM,18,5502
Hurt me plenty,NOVICE,6,-1
Hurt me plenty,ADVANCED,13,3151
Hurt me plenty,EXHAUST,16,4702
Hurt me plenty,VIVID,18,6268
ナナホシのうた,NOVICE,3,-1
ナナホシのうた,ADVANCED,10,-1
ナナホシのうた,EXHAUST,14,3791
ナナホシのうた,MAXIMUM,16,5303
Devastated Territory,NOVICE,5,-1
Devastated Territory,ADVANCED,12,-1
Devastated Territory,EXHAUST,15,4320
Devastated Territory,VIVID,17,5487
Screaming!!,NOVICE,5,-1
Screaming!!,ADVANCED,11,-1
Screaming!!,EXHAUST,14,3979
Screaming!!,VIVID,17,5344
シアワセうさぎ・ぺこみこマリン,NOVICE,2,-1
シアワセうさぎ・ぺこみこマリン,ADVANCED,9,-1
シアワセうさぎ・ぺこみこマリン,EXHAUST,13,3714
シアワセうさぎ・ぺこみこマリン,MAXIMUM,16,5046
PSYCHO+HEROES,NOVICE,6,-1
PSYCHO+HEROES,ADVANCED,13,3338
PSYCHO+HEROES,EXHAUST,16,5257
PSYCHO+HEROES,VIVID,18,6886
€omet popcorn,NOVICE,6,-1
€omet popcorn,ADVANCED,13,4539
€omet popcorn,EXHAUST,16,5771
€omet popcorn,VIVID,18,7060
孤月群雲に沈む,NOVICE,4,-1
孤月群雲に沈む,ADVANCED,11,-1
孤月群雲に沈む,EXHAUST,14,4154
孤月群雲に沈む,VIVID,17,5480
Gimme dreamin',NOVICE,5,-1
Gimme dreamin',ADVANCED,12,-1
Gimme dreamin',EXHAUST,15,4404
Gimme dreamin',VIVID,17,5549
キャプテン・マリンのケツアンカー,NOVICE,4,-1
キャプテン・マリンのケツアンカー,ADVANCED,11,-1
キャプテン・マリンのケツアンカー,EXHAUST,14,4460
キャプテン・マリンのケツアンカー,MAXIMUM,17,6755
Over the Border,NOVICE,2,-1
Over the Border,ADVANCED,10,-1
Over the Border,EXHAUST,13,3326
Over the Border,MAXIMUM,16,4424
EGOISM 440 (Ange;art remix),NOVICE,6,-1
EGOISM 440 (Ange;art remix),ADVANCED,13,4114
EGOISM 440 (Ange;art remix),EXHAUST,16,5095
EGOISM 440 (Ange;art remix),MAXIMUM,18,6273
イヤホンロマンス,NOVICE,3,-1
イヤホンロマンス,ADVANCED,12,-1
イヤホンロマンス,EXHAUST,14,3786
イヤホンロマンス,MAXIMUM,16,5087
ABSOLUTE(ismK passionate remix),NOVICE,4,-1
ABSOLUTE(ismK passionate remix),ADVANCED,12,-1
ABSOLUTE(ismK passionate remix),EXHAUST,15,4221
ABSOLUTE(ismK passionate remix),MAXIMUM,17,6188
WILD FIRE,NOVICE,4,-1
WILD FIRE,ADVANCED,12,-1
WILD FIRE,EXHAUST,14,3655
WILD FIRE,MAXIMUM,17,4915
ナミカレ,NOVICE,5,-1
ナミカレ,ADVANCED,13,3389
ナミカレ,EXHAUST,16,5204
ナミカレ,MAXIMUM,18,6707
泥の分際で私だけの大切を奪おうだなんて,NOVICE,3,-1
泥の分際で私だけの大切を奪おうだなんて,ADVANCED,11,-1
泥の分際で私だけの大切を奪おうだなんて,EXHAUST,15,5053
泥の分際で私だけの大切を奪おうだなんて,MAXIMUM,17,6090
Xymatic Scope,NOVICE,5,-1
Xymatic Scope,ADVANCED,12,-1
Xymatic Scope,EXHAUST,15,3448
Xymatic Scope,MAXIMUM,17,5099
くらべられっ子,NOVICE,2,-1
くらべられっ子,ADVANCED,9,-1
くらべられっ子,EXHAUST,14,4456
くらべられっ子,MAXIMUM,16,6361
Cappuccino Hearts,NOVICE,6,-1
Cappuccino Hearts,ADVANCED,13,3164
Cappuccino Hearts,EXHAUST,16,4202
Cappuccino Hearts,MAXIMUM,18,5857
2094,NOVICE,5,-1
2094,ADVANCED,12,-1
2094,EXHAUST,14,3255
2094,MAXIMUM,17,5505
ドゥサンコオデッセイ!!,NOVICE,7,-1
ドゥサンコオデッセイ!!,ADVANCED,14,3808
ドゥサンコオデッセイ!!,EXHAUST,17,5803
ドゥサンコオデッセイ!!,MAXIMUM,19,7724
G4ME ØVEЯ,NOVICE,6,-1
G4ME ØVEЯ,ADVANCED,13,3379
G4ME ØVEЯ,EXHAUST,16,4599
G4ME ØVEЯ,MAXIMUM,18,6799
Vallasotiena,NOVICE,6,-1
Vallasotiena,ADVANCED,13,3526
Vallasotiena,EXHAUST,16,4795
Vallasotiena,MAXIMUM,18,6793
Aqua，Luna-rium,NOVICE,3,-1
Aqua，Luna-rium,ADVANCED,10,-1
Aqua，Luna-rium,EXHAUST,13,2734
Aqua，Luna-rium,MAXIMUM,16,4566
Restless Waitress,NOVICE,6,-1
Restless Waitress,ADVANCED,13,3520
Restless Waitress,EXHAUST,16,5348
Restless Waitress,MAXIMUM,18,6956
Chakra,NOVICE,4,-1
Chakra,ADVANCED,11,-1
Chakra,EXHAUST,14,3534
Chakra,MAXIMUM,17,4941
Continuous Moment,NOVICE,5,-1
Continuous Moment,ADVANCED,12,-1
Continuous Moment,EXHAUST,15,3584
Continuous Moment,MAXIMUM,17,5310
Pure Ruby,NOVICE,6,-1
Pure Ruby,ADVANCED,12,-1
Pure Ruby,EXHAUST,15,4499
Pure Ruby,MAXIMUM,18,7141
- Jupiter -,NOVICE,4,-1
- Jupiter -,ADVANCED,11,-1
- Jupiter -,EXHAUST,14,4360
- Jupiter -,MAXIMUM,17,5863
αzalea,NOVICE,7,-1
αzalea,ADVANCED,14,4098
αzalea,EXHAUST,17,6235
αzalea,MAXIMUM,19,7985
MA・TSU・RI,NOVICE,4,-1
MA・TSU・RI,ADVANCED,10,-1
MA・TSU・RI,EXHAUST,14,3233
MA・TSU・RI,MAXIMUM,17,4837
MOVE! (We Keep It Movin'),NOVICE,4,-1
MOVE! (We Keep It Movin'),ADVANCED,10,-1
MOVE! (We Keep It Movin'),EXHAUST,14,3850
MOVE! (We Keep It Movin'),MAXIMUM,17,5314
BAYONEX,NOVICE,7,-1
BAYONEX,ADVANCED,14,3649
BAYONEX,EXHAUST,17,5600
BAYONEX,MAXIMUM,19,7837
Destined Marionette,NOVICE,6,-1
Destined Marionette,ADVANCED,12,-1
Destined Marionette,EXHAUST,16,6012
Destined Marionette,MAXIMUM,18,7393
LIKE A VAMPIRE,NOVICE,5,-1
LIKE A VAMPIRE,ADVANCED,12,-1
LIKE A VAMPIRE,EXHAUST,15,3552
LIKE A VAMPIRE,MAXIMUM,17,5163
スーパー戦湯ババンバーン,NOVICE,5,-1
スーパー戦湯ババンバーン,ADVANCED,12,-1
スーパー戦湯ババンバーン,EXHAUST,15,3942
スーパー戦湯ババンバーン,MAXIMUM,17,6098
カジノファイヤーことみちゃん,NOVICE,6,-1
カジノファイヤーことみちゃん,ADVANCED,13,2812
カジノファイヤーことみちゃん,EXHAUST,16,4356
カジノファイヤーことみちゃん,MAXIMUM,18,6920
斑咲花,NOVICE,6,-1
斑咲花,ADVANCED,12,-1
斑咲花,EXHAUST,15,4289
斑咲花,MAXIMUM,17,6350
ユメブキ,NOVICE,6,-1
ユメブキ,ADVANCED,13,-1
ユメブキ,EXHAUST,16,4264
ユメブキ,MAXIMUM,18,5612
Puni Puni Parade,NOVICE,6,-1
Puni Puni Parade,ADVANCED,14,-1
Puni Puni Parade,EXHAUST,16,4968
Puni Puni Parade,MAXIMUM,18,6933
文月,NOVICE,3,-1
文月,ADVANCED,10,-1
文月,EXHAUST,14,3649
文月,MAXIMUM,16,4548
charm♡you,NOVICE,4,-1
charm♡you,ADVANCED,11,-1
charm♡you,EXHAUST,15,3672
charm♡you,MAXIMUM,17,5134
End of Guilty,NOVICE,6,-1
End of Guilty,ADVANCED,12,-1
End of Guilty,EXHAUST,16,4439
End of Guilty,MAXIMUM,18,6410
Reverenced Flower,NOVICE,7,-1
Reverenced Flower,ADVANCED,14,-1
Reverenced Flower,EXHAUST,17,6912
Reverenced Flower,MAXIMUM,19,9405
BEAT MAGIC,NOVICE,3,-1
BEAT MAGIC,ADVANCED,10,-1
BEAT MAGIC,EXHAUST,13,3312
BEAT MAGIC,MAXIMUM,16,4457
Jailbreaker,NOVICE,5,-1
Jailbreaker,ADVANCED,12,-1
Jailbreaker,EXHAUST,15,4797
Jailbreaker,MAXIMUM,17,6060
限界突破リザレクション,NOVICE,6,-1
限界突破リザレクション,ADVANCED,13,-1
限界突破リザレクション,EXHAUST,16,5275
限界突破リザレクション,MAXIMUM,18,6658
驪駒早鬼は馬並み☆プロテイン,NOVICE,4,-1
驪駒早鬼は馬並み☆プロテイン,ADVANCED,11,-1
驪駒早鬼は馬並み☆プロテイン,EXHAUST,14,4045
驪駒早鬼は馬並み☆プロテイン,MAXIMUM,17,6065
Empty Backdoor,NOVICE,4,-1
Empty Backdoor,ADVANCED,11,-1
Empty Backdoor,EXHAUST,14,3349
Empty Backdoor,MAXIMUM,17,4913
黎明の情,NOVICE,5,-1
黎明の情,ADVANCED,12,-1
黎明の情,EXHAUST,14,3827
黎明の情,MAXIMUM,17,5588
まみむめ🍄まるっと🍄まっしゅるーむ🍄🍄,NOVICE,5,-1
まみむめ🍄まるっと🍄まっしゅるーむ🍄🍄,ADVANCED,13,-1
まみむめ🍄まるっと🍄まっしゅるーむ🍄🍄,EXHAUST,15,4270
まみむめ🍄まるっと🍄まっしゅるーむ🍄🍄,MAXIMUM,18,5983
The Clown of 24stairs,NOVICE,7,-1
The Clown of 24stairs,ADVANCED,14,-1
The Clown of 24stairs,EXHAUST,17,5753
The Clown of 24stairs,MAXIMUM,19,7871
The King Of Red,NOVICE,6,-1
The King Of Red,ADVANCED,13,-1
The King Of Red,EXHAUST,16,5146
The King Of Red,MAXIMUM,18,7242
I Left for my Right,NOVICE,5,-1
I Left for my Right,ADVANCED,12,-1
I Left for my Right,EXHAUST,15,4035
I Left for my Right,MAXIMUM,17,5161
STEEL NEEDLE,NOVICE,6,-1
STEEL NEEDLE,ADVANCED,13,-1
STEEL NEEDLE,EXHAUST,16,4957
STEEL NEEDLE,MAXIMUM,18,6645
R.I.P.ゴシップの海,NOVICE,5,-1
R.I.P.ゴシップの海,ADVANCED,13,-1
R.I.P.ゴシップの海,EXHAUST,16,5689
R.I.P.ゴシップの海,MAXIMUM,18,8249
《Re:miniscence》,NOVICE,8,-1
《Re:miniscence》,ADVANCED,15,-1
《Re:miniscence》,EXHAUST,18,7303
《Re:miniscence》,MAXIMUM,20,9207
Triple Cross,NOVICE,6,-1
Triple Cross,ADVANCED,13,-1
Triple Cross,EXHAUST,16,5017
Triple Cross,MAXIMUM,18,7126
Bigbang Faker,NOVICE,6,-1
Bigbang Faker,ADVANCED,13,-1
Bigbang Faker,EXHAUST,16,4636
Bigbang Faker,MAXIMUM,18,5917
XXanadu#climaXX,NOVICE,6,-1
XXanadu#climaXX,ADVANCED,13,-1
XXanadu#climaXX,EXHAUST,16,5040
XXanadu#climaXX,MAXIMUM,18,7422
Love Love Scarlet,NOVICE,4,-1
Love Love Scarlet,ADVANCED,11,-1
Love Love Scarlet,EXHAUST,14,4454
Love Love Scarlet,MAXIMUM,17,5387
PRESERVED VAMPIRE,NOVICE,5,-1
PRESERVED VAMPIRE,ADVANCED,12,-1
PRESERVED VAMPIRE,EXHAUST,15,4023
PRESERVED VAMPIRE,MAXIMUM,17,5631
竹,NOVICE,6,-1
竹,ADVANCED,14,-1
竹,EXHAUST,17,5329
竹,MAXIMUM,19,7545
フェアリーテイル・ラヴァーズ,NOVICE,5,-1
フェアリーテイル・ラヴァーズ,ADVANCED,12,-1
フェアリーテイル・ラヴァーズ,EXHAUST,15,3696
フェアリーテイル・ラヴァーズ,MAXIMUM,17,5355
Going My Future!,NOVICE,6,-1
Going My Future!,ADVANCED,13,-1
Going My Future!,EXHAUST,16,4283
Going My Future!,MAXIMUM,18,6091
Archangelio,NOVICE,6,-1
Archangelio,ADVANCED,13,-1
Archangelio,EXHAUST,16,4383
Archangelio,MAXIMUM,18,6315
LUCKY CAT,NOVICE,3,-1
LUCKY CAT,ADVANCED,11,-1
LUCKY CAT,EXHAUST,14,3770
LUCKY CAT,MAXIMUM,17,4960
デンデラパーティーナイト,NOVICE,5,-1
デンデラパーティーナイト,ADVANCED,11,-1
デンデラパーティーナイト,EXHAUST,15,4804
デンデラパーティーナイト,MAXIMUM,17,7067
天弓天華オトハナビ,NOVICE,5,-1
天弓天華オトハナビ,ADVANCED,12,-1
天弓天華オトハナビ,EXHAUST,16,4453
天弓天華オトハナビ,MAXIMUM,18,6066
スカーレット警察のゲットーパトロール24時,NOVICE,4,-1
スカーレット警察のゲットーパトロール24時,ADVANCED,11,-1
スカーレット警察のゲットーパトロール24時,EXHAUST,15,4997
スカーレット警察のゲットーパトロール24時,MAXIMUM,18,6678
